entry,at,order
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T02:25:15.723Z,168446311572300
"""GTO player @ 7Nh1tXMWON"" calls 4.50",2023-05-19T02:25:14.760Z,168446311476000
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 4.50",2023-05-19T02:25:13.675Z,168446311367500
"""Audun @ QXNjlFpbkV"" folds",2023-05-19T02:25:10.824Z,168446311082400
"""Jack Seven @ 6w3wG89wJ9"" calls 1.00",2023-05-19T02:25:09.887Z,168446310988700
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T02:25:00.786Z,168446310078600
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T02:24:58.988Z,168446309898811
"""Glowcow @ 4kh9Z7S8kH"" posts a small blind of 0.50",2023-05-19T02:24:58.988Z,168446309898810
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (525.70) | #2 ""buster douglas @ a95G_9tGEu"" (271.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (220.80) | #4 ""OSig @ mX91O12t5W"" (282.57) | #5 ""Jlo @ -GMsszLRBS"" (209.39) | #6 ""Jack Seven @ 6w3wG89wJ9"" (97.00) | #8 ""Audun @ QXNjlFpbkV"" (85.38) | #10 ""Sobby Saldwin @ bqLVPWQYxE"" (135.45)",2023-05-19T02:24:58.988Z,168446309898801
"-- starting hand #143 (id: horvcmxwuetd)  (No Limit Texas Hold'em) (dealer: ""buster douglas @ a95G_9tGEu"") --",2023-05-19T02:24:58.988Z,168446309898800
"-- ending hand #142 --",2023-05-19T02:24:53.078Z,168446309307802
"""buster douglas @ a95G_9tGEu"" collected 31.00 from pot",2023-05-19T02:24:53.078Z,168446309307801
"Uncalled bet of 31.00 returned to ""buster douglas @ a95G_9tGEu""",2023-05-19T02:24:53.078Z,168446309307800
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T02:24:52.262Z,168446309226200
"""Audun @ QXNjlFpbkV"" folds",2023-05-19T02:24:49.469Z,168446308946900
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T02:24:48.495Z,168446308849500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T02:24:46.308Z,168446308630800
"""buster douglas @ a95G_9tGEu"" bets 31.00",2023-05-19T02:24:41.652Z,168446308165200
"Flop:  [3♦, Q♦, 5♠]",2023-05-19T02:24:34.752Z,168446307475200
"""GTO player @ 7Nh1tXMWON"" calls 6.00",2023-05-19T02:24:33.923Z,168446307392300
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T02:24:31.463Z,168446307146300
"""Audun @ QXNjlFpbkV"" calls 6.00",2023-05-19T02:24:28.227Z,168446306822700
"""Jack Seven @ 6w3wG89wJ9"" calls 6.00",2023-05-19T02:24:27.268Z,168446306726800
"""Glowcow @ 4kh9Z7S8kH"" calls 6.00",2023-05-19T02:24:19.970Z,168446305997000
"""buster douglas @ a95G_9tGEu"" raises to 6.00",2023-05-19T02:24:10.840Z,168446305084000
"""GTO player @ 7Nh1tXMWON"" calls 1.00",2023-05-19T02:24:05.054Z,168446304505400
"""Sobby Saldwin @ bqLVPWQYxE"" calls 1.00",2023-05-19T02:24:04.148Z,168446304414800
"""Audun @ QXNjlFpbkV"" calls 1.00",2023-05-19T02:24:02.304Z,168446304230400
"""Jack Seven @ 6w3wG89wJ9"" calls 1.00",2023-05-19T02:24:01.385Z,168446304138500
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T02:24:00.310Z,168446304031000
"""OSig @ mX91O12t5W"" folds",2023-05-19T02:23:59.045Z,168446303904500
"""Glowcow @ 4kh9Z7S8kH"" posts a big blind of 1.00",2023-05-19T02:23:53.381Z,168446303338111
"""buster douglas @ a95G_9tGEu"" posts a small blind of 0.50",2023-05-19T02:23:53.381Z,168446303338110
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (531.70) | #2 ""buster douglas @ a95G_9tGEu"" (246.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (226.80) | #4 ""OSig @ mX91O12t5W"" (282.57) | #5 ""Jlo @ -GMsszLRBS"" (209.39) | #6 ""Jack Seven @ 6w3wG89wJ9"" (103.00) | #8 ""Audun @ QXNjlFpbkV"" (91.38) | #10 ""Sobby Saldwin @ bqLVPWQYxE"" (136.45)",2023-05-19T02:23:53.381Z,168446303338101
"-- starting hand #142 (id: 3apstexutii1)  (No Limit Texas Hold'em) (dealer: ""GTO player @ 7Nh1tXMWON"") --",2023-05-19T02:23:53.381Z,168446303338100
"-- ending hand #141 --",2023-05-19T02:23:47.465Z,168446302746502
"""OSig @ mX91O12t5W"" collected 21.24 from pot",2023-05-19T02:23:47.465Z,168446302746501
"Uncalled bet of 10.62 returned to ""OSig @ mX91O12t5W""",2023-05-19T02:23:47.465Z,168446302746500
"""Audun @ QXNjlFpbkV"" folds",2023-05-19T02:23:46.632Z,168446302663200
"""OSig @ mX91O12t5W"" bets 10.62",2023-05-19T02:23:45.595Z,168446302559500
"Turn: 6♥, 6♠, 5♦ [7♠]",2023-05-19T02:23:40.151Z,168446302015100
"""Audun @ QXNjlFpbkV"" calls 6.37",2023-05-19T02:23:39.293Z,168446301929300
"""OSig @ mX91O12t5W"" bets 6.37",2023-05-19T02:23:37.255Z,168446301725500
"Flop:  [6♥, 6♠, 5♦]",2023-05-19T02:23:31.341Z,168446301134100
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T02:23:30.515Z,168446301051500
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T02:23:29.355Z,168446300935500
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T02:23:27.303Z,168446300730300
"""Audun @ QXNjlFpbkV"" calls 3.50",2023-05-19T02:23:23.619Z,168446300361900
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T02:23:22.699Z,168446300269900
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T02:23:21.252Z,168446300125200
"""OSig @ mX91O12t5W"" raises to 3.50",2023-05-19T02:23:20.116Z,168446300011600
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T02:23:17.570Z,168446299757000
"""buster douglas @ a95G_9tGEu"" posts a big blind of 1.00",2023-05-19T02:23:13.104Z,168446299310411
"""GTO player @ 7Nh1tXMWON"" posts a small blind of 0.50",2023-05-19T02:23:13.104Z,168446299310410
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (532.20) | #2 ""buster douglas @ a95G_9tGEu"" (247.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (226.80) | #4 ""OSig @ mX91O12t5W"" (271.20) | #5 ""Jlo @ -GMsszLRBS"" (209.39) | #6 ""Jack Seven @ 6w3wG89wJ9"" (103.00) | #8 ""Audun @ QXNjlFpbkV"" (101.25) | #10 ""Sobby Saldwin @ bqLVPWQYxE"" (136.45)",2023-05-19T02:23:13.104Z,168446299310401
"-- starting hand #141 (id: sd5cbd0isgnq)  (No Limit Texas Hold'em) (dealer: ""Sobby Saldwin @ bqLVPWQYxE"") --",2023-05-19T02:23:13.104Z,168446299310400
"""GTO player @ 7Nh1tXMWON"" shows a 2♠, 2♣.",2023-05-19T02:23:10.946Z,168446299094600
"-- ending hand #140 --",2023-05-19T02:23:09.456Z,168446298945602
"""GTO player @ 7Nh1tXMWON"" collected 26.00 from pot",2023-05-19T02:23:09.456Z,168446298945601
"Uncalled bet of 34.00 returned to ""GTO player @ 7Nh1tXMWON""",2023-05-19T02:23:09.456Z,168446298945600
"""OSig @ mX91O12t5W"" folds",2023-05-19T02:23:08.635Z,168446298863500
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T02:22:38.993Z,168446295899300
"""GTO player @ 7Nh1tXMWON"" bets 34.00",2023-05-19T02:22:34.851Z,168446295485100
"River: 3♦, J♣, 10♥, 2♦ [3♥]",2023-05-19T02:22:28.968Z,168446294896800
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T02:22:28.115Z,168446294811500
"""OSig @ mX91O12t5W"" calls 6.00",2023-05-19T02:22:25.660Z,168446294566000
"""buster douglas @ a95G_9tGEu"" calls 6.00",2023-05-19T02:22:23.193Z,168446294319300
"""GTO player @ 7Nh1tXMWON"" bets 6.00",2023-05-19T02:22:21.323Z,168446294132300
"""Sobby Saldwin @ bqLVPWQYxE"" checks",2023-05-19T02:22:19.302Z,168446293930200
"Turn: 3♦, J♣, 10♥ [2♦]",2023-05-19T02:22:15.880Z,168446293588000
"""OSig @ mX91O12t5W"" checks",2023-05-19T02:22:14.965Z,168446293496500
"""buster douglas @ a95G_9tGEu"" checks",2023-05-19T02:22:13.249Z,168446293324900
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T02:22:10.754Z,168446293075400
"""Sobby Saldwin @ bqLVPWQYxE"" checks",2023-05-19T02:22:09.289Z,168446292928900
"Flop:  [3♦, J♣, 10♥]",2023-05-19T02:22:06.756Z,168446292675600
"""GTO player @ 7Nh1tXMWON"" calls 2.00",2023-05-19T02:22:05.936Z,168446292593600
"""Sobby Saldwin @ bqLVPWQYxE"" calls 2.00",2023-05-19T02:22:03.359Z,168446292335900
"""Audun @ QXNjlFpbkV"" folds",2023-05-19T02:21:59.243Z,168446291924300
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T02:21:58.337Z,168446291833700
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T02:21:56.283Z,168446291628300
"""OSig @ mX91O12t5W"" calls 2.00",2023-05-19T02:21:55.077Z,168446291507700
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T02:21:54.003Z,168446291400300
"""buster douglas @ a95G_9tGEu"" raises to 2.00",2023-05-19T02:21:50.404Z,168446291040400
"""GTO player @ 7Nh1tXMWON"" posts a big blind of 1.00",2023-05-19T02:21:47.462Z,168446290746211
"""Sobby Saldwin @ bqLVPWQYxE"" posts a small blind of 0.50",2023-05-19T02:21:47.462Z,168446290746210
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (514.20) | #2 ""buster douglas @ a95G_9tGEu"" (255.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (226.80) | #4 ""OSig @ mX91O12t5W"" (279.20) | #5 ""Jlo @ -GMsszLRBS"" (209.39) | #6 ""Jack Seven @ 6w3wG89wJ9"" (103.00) | #8 ""Audun @ QXNjlFpbkV"" (101.25) | #10 ""Sobby Saldwin @ bqLVPWQYxE"" (138.45)",2023-05-19T02:21:47.462Z,168446290746201
"-- starting hand #140 (id: 5uhjoo2jkqzz)  (No Limit Texas Hold'em) (dealer: ""Audun @ QXNjlFpbkV"") --",2023-05-19T02:21:47.462Z,168446290746200
"-- ending hand #139 --",2023-05-19T02:21:44.546Z,168446290454602
"""GTO player @ 7Nh1tXMWON"" collected 106.24 from pot",2023-05-19T02:21:44.546Z,168446290454601
"Uncalled bet of 106.24 returned to ""GTO player @ 7Nh1tXMWON""",2023-05-19T02:21:44.546Z,168446290454600
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T02:21:43.736Z,168446290373600
"""GTO player @ 7Nh1tXMWON"" bets 106.24",2023-05-19T02:21:42.260Z,168446290226000
"River: J♣, Q♥, 3♠, A♦ [7♣]",2023-05-19T02:21:40.448Z,168446290044800
"""Jlo @ -GMsszLRBS"" calls 31.87",2023-05-19T02:21:39.598Z,168446289959800
"""GTO player @ 7Nh1tXMWON"" bets 31.87",2023-05-19T02:21:37.714Z,168446289771400
"Turn: J♣, Q♥, 3♠ [A♦]",2023-05-19T02:21:35.690Z,168446289569000
"""Jlo @ -GMsszLRBS"" calls 12.75",2023-05-19T02:21:34.859Z,168446289485900
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T02:21:33.508Z,168446289350800
"""GTO player @ 7Nh1tXMWON"" bets 12.75",2023-05-19T02:21:32.039Z,168446289203900
"Flop:  [J♣, Q♥, 3♠]",2023-05-19T02:21:29.645Z,168446288964500
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T02:21:28.799Z,168446288879900
"""Audun @ QXNjlFpbkV"" folds",2023-05-19T02:21:27.530Z,168446288753000
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T02:21:26.559Z,168446288655900
"""Jlo @ -GMsszLRBS"" calls 5.00",2023-05-19T02:21:23.306Z,168446288330600
"""OSig @ mX91O12t5W"" folds",2023-05-19T02:21:21.980Z,168446288198000
"""Glowcow @ 4kh9Z7S8kH"" calls 5.00",2023-05-19T02:21:20.997Z,168446288099700
"""buster douglas @ a95G_9tGEu"" folds",2023-05-19T02:21:18.667Z,168446287866700
"""GTO player @ 7Nh1tXMWON"" raises to 5.00",2023-05-19T02:21:17.731Z,168446287773100
"""Jlo @ -GMsszLRBS"" posts a missed big blind of 1.00",2023-05-19T02:21:15.227Z,168446287522714
"""Jlo @ -GMsszLRBS"" posts a missing small blind of 0.50",2023-05-19T02:21:15.227Z,168446287522713
"""Sobby Saldwin @ bqLVPWQYxE"" posts a big blind of 1.00",2023-05-19T02:21:15.227Z,168446287522712
"""Audun @ QXNjlFpbkV"" posts a small blind of 0.50",2023-05-19T02:21:15.227Z,168446287522711
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (457.58) | #2 ""buster douglas @ a95G_9tGEu"" (255.13) | #3 ""Glowcow @ 4kh9Z7S8kH"" (231.80) | #4 ""OSig @ mX91O12t5W"" (279.20) | #5 ""Jlo @ -GMsszLRBS"" (259.51) | #6 ""Jack Seven @ 6w3wG89wJ9"" (103.00) | #8 ""Audun @ QXNjlFpbkV"" (101.75) | #10 ""Sobby Saldwin @ bqLVPWQYxE"" (139.45)",2023-05-19T02:21:15.227Z,168446287522702
"-- starting hand #139 (id: ewnkjqir8hp2)  (No Limit Texas Hold'em) (dealer: ""Jack Seven @ 6w3wG89wJ9"") --",2023-05-19T02:21:15.227Z,168446287522701
"The player ""Jlo @ -GMsszLRBS"" joined the game with a stack of 259.51.",2023-05-19T02:21:15.227Z,168446287522700
"""GTO player @ 7Nh1tXMWON"" shows a 10♠, Q♣.",2023-05-19T02:21:11.928Z,168446287192800
"-- ending hand #138 --",2023-05-19T02:21:11.611Z,168446287161102
"""Glowcow @ 4kh9Z7S8kH"" collected 53.10 from pot",2023-05-19T02:21:11.611Z,168446287161101
"Uncalled bet of 26.55 returned to ""Glowcow @ 4kh9Z7S8kH""",2023-05-19T02:21:11.611Z,168446287161100
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T02:21:10.750Z,168446287075000
"""Glowcow @ 4kh9Z7S8kH"" bets 26.55",2023-05-19T02:21:02.103Z,168446286210300
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T02:20:57.938Z,168446285793800
"River: J♥, 8♣, 7♥, 9♥ [10♥]",2023-05-19T02:20:56.049Z,168446285604900
"""Glowcow @ 4kh9Z7S8kH"" calls 15.93",2023-05-19T02:20:55.205Z,168446285520500
